Combined_ID,Year,How.happy.do.you.feel.right.now,How.satisfied.are.you.with.your.life.in.general,How.satisfied.are.you.with.Somerville.as.a.place.to.live,In.general..how.similar.are.you.to.other.people.you.know,When.making.decisions..are.you.more.likely.to.seek.advice.or.decide.for.yourself,How.satisfied.are.you.with.your.neighborhood,How.proud.are.you.to.be.a.Somerville.resident,How.would.you.rate.the.following..The.availability.of.information.about.city.services,How.would.you.rate.the.following..The.availability.of.affordable.housing,How.would.you.rate.the.following..The.cost.of.housing,How.would.you.rate.the.following..The.overall.quality.of.public.schools.in.your.community,How.would.you.rate.the.following..The.overall.quality.of.public.schools,How.would.you.rate.the.following..The.beauty.or.physical.setting,How.would.you.rate.the.following..The.beauty.or.physical.setting.of.Somerville,How.would.you.rate.the.following..The.effectiveness.of.the.local.police,How.would.you.rate.the.following..Your.trust.in.the.local.police,How.would.you.rate.the.following..The.maintenance.of.streets..sidewalks..and..squares,How.would.you.rate.the.following..The.maintenance.of.streets.and.sidewalks,How.would.you.rate.the.following..The.availability.of.social.community.events,How.safe.do.you.feel.walking.in.your.neighborhood.at.night,How.safe.do.you.feel.walking.in.your.community.at.night,How.satisfied.are.you.with.the.beauty.or.physical.setting.of.your.neighborhood,How.satisfied.are.you.with.the.appearance.of.parks.in.your.neighborhood,How.satisfied.are.you.with.the.appearance.of.parks.and.squares.in.your.neighborhood,What.is.your.sex,What.is.your.gender,Age,Marital.status,What.language..other.than.English..do.you.speak.at.home,What.is.your.race,Are.you.of.Hispanic..Latino..or.Spanish.origin,What.is.your.race.or.ethnicity,Do.you.have.children.age.18.or.younger.who.live.with.you,Describe.your.housing.status.in.Somerville,Do.you.plan.to.move.away.from.Somerville.in.the.next.two.years,How.long.have.you.lived.here,What.is.your.annual.household.income,What.neighborhood.do.you.live.in,Are.you.a.student,Ward,Precinct,How.anxious.did.you.feel.yesterday,How.satisfied.are.you.with.the.quality.and.number.of.transportation.options.available.to.you,Do.you.feel.the.City.is.headed.in.the.right.direction.or.is.it.on.the.wrong.track,How.safe.do.you.feel.crossing.a.busy.street.in.Somerville,How.convenient.is.it.for.you.to.get.where.you.want.to.go,How.satisfied.are.you.with.the.condition.of.your.housing,Do.you.plan.to.move.away.from.Somerville.in.the.next.two.years.yes.why,What.is.your.primary.mode.of.transportation,Which.of.the.following.have.you.used.in.the.past.month.to.get.around,Language,What.languages.do.you.speak.at.home
2522,2011,6,8,8,6,10,,,,3,,2,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2523,2011,7,8,10,2,10,,,,4,,3,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2524,2011,10,9,10,9,10,,,,3,,999,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2525,2011,9,9,8,9,7,,,,3,,4,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2526,2011,8,8,7,8,10,,,,1,,999,,1,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2527,2011,9,8,5,8,8,,,,3,,3,,1,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2528,2011,9,9,9,7,6,,,,4,,4,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2529,2011,8,8,10,8,9,,,,5,,5,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2530,2011,8,8,7,9,6,,,,2,,999,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2531,2011,4,3,8,3,6,,,,4,,4,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2532,2011,8,7,3,5,9,,,,4,,3,,1,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2533,2011,5,10,999,9,10,,,,999,,999,,999,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2534,2011,7,7,8,5,7,,,,3,,999,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2535,2011,9,9,8,7,7,,,,3,,2,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2536,2011,10,10,8,8,4,,,,3,,999,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2537,2011,8,6,9,6,5,,,,3,,999,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2538,2011,9,9,6,9,6,,,,1,,2,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2539,2011,8,8,7,5,7,,,,2,,3,,2,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2540,2011,7,6,9,8,10,,,,2,,2,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2541,2011,10,10,10,999,10,,,,5,,5,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2542,2011,1,1,1,2,10,,,,3,,3,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2543,2011,6,8,10,8,5,,,,2,,4,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2544,2011,6,6,7,3,9,,,,4,,999,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2545,2011,4,3,8,4,10,,,,3,,2,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2546,2011,9,9,6,4,10,,,,4,,3,,2,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2547,2011,8,8,7,8,4,,,,5,,999,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2548,2011,8,9,8,7,7,,,,3,,3,,2,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2549,2011,7,7,8,7,6,,,,3,,3,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2550,2011,7,8,7,2,9,,,,2,,1,,2,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2551,2011,7,8,7,2,9,,,,2,,1,,2,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2552,2011,6,7,6,9,6,,,,999,,999,,3.5,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2553,2011,3,3,5,4,7,,,,4,,4,,2,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2554,2011,6,6,6,5,4,,,,1,,3,,999,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2555,2011,5,5,4,6,9,,,,1,,2,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2556,2011,10,10,10,10,10,,,,5,,5,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2557,2011,7,8,3,7,5,,,,3,,2,,2,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2558,2011,7,7,9,6,2,,,,3,,3,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2559,2011,7,7,6,7,6,,,,3,,3,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2560,2011,6,8,7,7,4,,,,3,,999,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2561,2011,9,9,8,5,4,,,,3,,4,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2562,2011,8,8,8,7,4,,,,3,,3,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2563,2011,2,2,10,3,2,,,,5,,3,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2564,2011,7,8,8,7,8,,,,2,,2,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2565,2011,8,8,8,8,8,,,,3,,3,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2566,2011,7,7,8,6,5,,,,4,,3,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2567,2011,8,8,8,9,9,,,,4,,3,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2568,2011,10,10,8,999,2,,,,3,,2,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2569,2011,8,8,8,8,6,,,,3,,2,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2570,2011,10,10,9,7,3,,,,3,,999,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2571,2011,10,10,8,10,10,,,,1,,3,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2572,2011,8.5,9,999,9,6,,,,999,,999,,999,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2573,2011,6,6,6,7,4,,,,2,,999,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2574,2011,10,10,6,5,6,,,,3,,3.5,,2,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2575,2011,6,6,7,10,3,,,,3,,3,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2576,2011,2,1,2,3,1,,,,999,,999,,2,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2577,2011,7,9,8,75,5,,,,4,,3,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2578,2011,8,8,6,1,10,,,,5,,3,,2,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2579,2011,8,9,8,7,8,,,,999,,2,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2580,2011,8,7,9,8,6,,,,3,,3,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2581,2011,7,7,8,7,4,,,,3,,999,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2582,2011,6.5,6.5,7.5,5.5,9.5,,,,2,,3,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2583,2011,4,7,5,5,4,,,,4,,4,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2584,2011,8,7,8,5,3,,,,1,,999,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2585,2011,6,6,5,7,1,,,,4,,3,,2,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2586,2011,10,9,5,8,9,,,,3,,4,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2587,2011,10,10,7,10,5,,,,2,,2,,2,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2588,2011,8,8,6,7,8,,,,1,,3,,1,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2589,2011,8,7,8,9,2,,,,999,,999,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2590,2011,4,8,8,4,4,,,,2,,2,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2591,2011,8,10,8,7,4,,,,3,,5,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2592,2011,5,5,6,7,6,,,,2,,3,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2593,2011,9,8,7,8,3,,,,4,,999,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2594,2011,7,7,7,7,4,,,,4,,999,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2595,2011,10,10,10,10,10,,,,5,,5,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2596,2011,7,8,8,7,6,,,,999,,2,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2597,2011,9,9,8,7,7,,,,3,,3,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2598,2011,8,7,8,7,4,,,,4,,3,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2599,2011,5,4,5,4,6,,,,1,,3,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2600,2011,6,7,999,5,7,,,,999,,999,,999,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2601,2011,6,6,1,7,4,,,,1,,2,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2602,2011,8,8,10,8,3,,,,2,,4,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2603,2011,8,8,6,8,7,,,,3,,4,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2604,2011,6,7,9,7,7,,,,4,,999,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2605,2011,7,7,7,8,4,,,,2,,4,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2606,2011,7,7,6,9,8,,,,2,,3,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2607,2011,9,9,9,8,3,,,,2,,4,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2608,2011,10,5,9,6,8,,,,3,,3,,2,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2609,2011,7,9,9,3,8,,,,2,,999,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2610,2011,8,8,8,8,3,,,,4,,999,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2611,2011,7,7,7,7,9,,,,3,,3,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2612,2011,6,4,3,6,9,,,,3,,3,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2613,2011,8,8,8,8,8,,,,4,,4,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2614,2011,8,7,8,7,6,,,,4,,4,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2615,2011,8,8,8,10,1,,,,1,,4,,2,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2616,2011,7,8,8,5,4,,,,3,,999,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2617,2011,7,9,7,5,9,,,,3,,2,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2618,2011,7,5,8,9,8,,,,3,,999,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2619,2011,8,10,9,9,8,,,,4,,4,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2620,2011,8,9,9,8,8,,,,3,,3,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2621,2011,9,9,8,9,7,,,,4,,4,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2622,2011,8,7,9,9,8,,,,1,,4,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2623,2011,5,4,7,999,6,,,,3,,1,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2624,2011,4,4,8,999,5.5,,,,3,,2,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2625,2011,3,5,2,4,7,,,,3,,2,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2626,2011,999,10,10,1,10,,,,5,,3,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2627,2011,9,9,8,4,8,,,,2,,999,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2628,2011,7,7,7,7,6,,,,3,,3,,2,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2629,2011,6,10,7,8,9,,,,4,,3,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2630,2011,3,7,9,4,8,,,,3,,3,,2,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
2631,2011,8,10,6,9,5.5,,,,4,,3,,2,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA
